LOAN_PAYMENT_ID,LOAN_ID,SCHEDULED_PAYMENT_DATE,ACTUAL_PAYMENT_DATE,SCHEDULED_AMOUNT,TOTAL_PAYMENT_AMOUNT,PRINCIPAL_AMOUNT,INTEREST_AMOUNT,FEE_AMOUNT,PAYMENT_STATUS,PAYMENT_METHOD,CREATED_TS,UPDATED_TS
542,33,2014-12-22,2014-12-22,1748.3,1748.3,345.93,1402.37,0.0,PAID,TRANSFER,2014-12-22 00:00:00,2026-07-18 00:00:00
543,33,2015-01-21,2015-01-21,1748.3,1748.3,348.33,1399.97,0.0,PAID,AUTOPAY,2015-01-21 00:00:00,2026-07-18 00:00:00
544,33,2015-02-21,2015-02-21,1748.3,1748.3,350.74,1397.56,0.0,PAID,CHECK,2015-02-21 00:00:00,2026-07-18 00:00:00
545,33,2015-03-23,2015-03-23,1748.3,1748.3,353.16,1395.14,0.0,PAID,BRANCH,2015-03-23 00:00:00,2026-07-18 00:00:00
546,33,2015-04-22,2015-04-22,1748.3,1748.3,355.6,1392.7,0.0,PAID,BRANCH,2015-04-22 00:00:00,2026-07-18 00:00:00
547,33,2015-05-23,2015-05-23,1748.3,1748.3,358.06,1390.24,0.0,PAID,TRANSFER,2015-05-23 00:00:00,2026-07-18 00:00:00
548,33,2015-06-22,2015-06-22,1748.3,1748.3,360.54,1387.76,0.0,PAID,TRANSFER,2015-06-22 00:00:00,2026-07-18 00:00:00
549,33,2015-07-23,2015-07-23,1748.3,1748.3,363.03,1385.27,0.0,PAID,AUTOPAY,2015-07-23 00:00:00,2026-07-18 00:00:00
550,33,2015-08-22,2015-08-22,1748.3,1748.3,365.55,1382.75,0.0,PAID,ACH,2015-08-22 00:00:00,2026-07-18 00:00:00
551,33,2015-09-22,2015-09-22,1748.3,1748.3,368.07,1380.23,0.0,PAID,AUTOPAY,2015-09-22 00:00:00,2026-07-18 00:00:00
552,33,2015-10-22,2015-10-22,1748.3,1748.3,370.62,1377.68,0.0,PAID,TRANSFER,2015-10-22 00:00:00,2026-07-18 00:00:00
553,33,2015-11-21,2015-11-21,1748.3,1748.3,373.18,1375.12,0.0,PAID,CHECK,2015-11-21 00:00:00,2026-07-18 00:00:00
554,33,2015-12-22,2015-12-22,1748.3,1748.3,375.76,1372.54,0.0,PAID,BRANCH,2015-12-22 00:00:00,2026-07-18 00:00:00
555,33,2016-01-21,2016-01-21,1748.3,1748.3,378.36,1369.94,0.0,PAID,BRANCH,2016-01-21 00:00:00,2026-07-18 00:00:00
556,33,2016-02-21,2016-02-21,1748.3,1748.3,380.98,1367.32,0.0,PAID,CHECK,2016-02-21 00:00:00,2026-07-18 00:00:00
557,33,2016-03-22,2016-03-22,1748.3,1748.3,383.61,1364.69,0.0,PAID,TRANSFER,2016-03-22 00:00:00,2026-07-18 00:00:00
558,33,2016-04-22,2016-04-22,1748.3,1748.3,386.27,1362.03,0.0,PAID,TRANSFER,2016-04-22 00:00:00,2026-07-18 00:00:00
559,33,2016-05-22,2016-05-22,1748.3,1748.3,388.94,1359.36,0.0,PAID,BRANCH,2016-05-22 00:00:00,2026-07-18 00:00:00
560,33,2016-06-21,2016-06-21,1748.3,1748.3,391.63,1356.67,0.0,PAID,AUTOPAY,2016-06-21 00:00:00,2026-07-18 00:00:00
561,33,2016-07-22,2016-07-22,1748.3,1748.3,394.34,1353.96,0.0,PAID,TRANSFER,2016-07-22 00:00:00,2026-07-18 00:00:00
562,34,2020-11-03,2020-11-03,5677.59,5677.59,2635.46,3042.13,0.0,PAID,CHECK,2020-11-03 00:00:00,2026-07-18 00:00:00
563,34,2020-12-04,2020-12-19,5677.59,3997.32,966.45,3030.87,0.0,PARTIAL,AUTOPAY,2020-12-04 00:00:00,2026-07-18 00:00:00
564,34,2021-01-03,2021-01-03,5677.59,5677.59,2650.85,3026.74,0.0,PAID,CHECK,2021-01-03 00:00:00,2026-07-18 00:00:00
565,34,2021-02-03,2021-02-03,5677.59,5677.59,2662.17,3015.42,0.0,PAID,BRANCH,2021-02-03 00:00:00,2026-07-18 00:00:00
566,34,2021-03-05,2021-03-26,5677.59,5677.59,2648.22,3004.04,25.33,LATE,ACH,2021-03-05 00:00:00,2026-07-18 00:00:00
567,34,2021-04-05,2021-04-05,5677.59,5677.59,2684.86,2992.73,0.0,PAID,CHECK,2021-04-05 00:00:00,2026-07-18 00:00:00
568,34,2021-05-05,2021-05-05,5677.59,5677.59,2696.34,2981.25,0.0,PAID,ACH,2021-05-05 00:00:00,2026-07-18 00:00:00
569,34,2021-06-05,2021-06-05,5677.59,5677.59,2707.86,2969.73,0.0,PAID,BRANCH,2021-06-05 00:00:00,2026-07-18 00:00:00
570,34,2021-07-05,2021-07-05,5677.59,5677.59,2719.43,2958.16,0.0,PAID,TRANSFER,2021-07-05 00:00:00,2026-07-18 00:00:00
571,34,2021-08-04,2021-08-04,5677.59,5677.59,2731.05,2946.54,0.0,PAID,BRANCH,2021-08-04 00:00:00,2026-07-18 00:00:00
572,34,2021-09-04,2021-09-04,5677.59,5677.59,2742.72,2934.87,0.0,PAID,TRANSFER,2021-09-04 00:00:00,2026-07-18 00:00:00
573,34,2021-10-04,2021-10-04,5677.59,5677.59,2754.43,2923.16,0.0,PAID,TRANSFER,2021-10-04 00:00:00,2026-07-18 00:00:00
574,34,2021-11-04,2021-11-08,5677.59,5677.59,2741.99,2911.39,24.21,LATE,CHECK,2021-11-04 00:00:00,2026-07-18 00:00:00
575,34,2021-12-04,2021-12-04,5677.59,5677.59,2777.92,2899.67,0.0,PAID,TRANSFER,2021-12-04 00:00:00,2026-07-18 00:00:00
576,34,2022-01-04,2022-01-04,5677.59,5677.59,2789.79,2887.8,0.0,PAID,AUTOPAY,2022-01-04 00:00:00,2026-07-18 00:00:00
577,34,2022-02-03,2022-02-03,5677.59,5677.59,2801.71,2875.88,0.0,PAID,CHECK,2022-02-03 00:00:00,2026-07-18 00:00:00
578,34,2022-03-05,2022-03-05,5677.59,5677.59,2813.68,2863.91,0.0,PAID,TRANSFER,2022-03-05 00:00:00,2026-07-18 00:00:00
579,34,2022-04-05,2022-04-05,5677.59,5677.59,2825.7,2851.89,0.0,PAID,TRANSFER,2022-04-05 00:00:00,2026-07-18 00:00:00
580,34,2022-05-05,2022-05-05,5677.59,5677.59,2837.78,2839.81,0.0,PAID,AUTOPAY,2022-05-05 00:00:00,2026-07-18 00:00:00
581,34,2022-06-05,2022-06-05,5677.59,5677.59,2849.9,2827.69,0.0,PAID,CHECK,2022-06-05 00:00:00,2026-07-18 00:00:00
582,34,2022-07-05,2022-07-13,5677.59,2826.36,10.85,2815.51,0.0,PARTIAL,ACH,2022-07-05 00:00:00,2026-07-18 00:00:00
583,34,2022-08-05,2022-08-05,5677.59,5677.59,2862.13,2815.46,0.0,PAID,CHECK,2022-08-05 00:00:00,2026-07-18 00:00:00
584,34,2022-09-04,2022-09-04,5677.59,5677.59,2874.36,2803.23,0.0,PAID,AUTOPAY,2022-09-04 00:00:00,2026-07-18 00:00:00
585,34,2022-10-04,2022-10-04,5677.59,5677.59,2886.64,2790.95,0.0,PAID,BRANCH,2022-10-04 00:00:00,2026-07-18 00:00:00
586,34,2022-11-04,2022-11-04,5677.59,5677.59,2898.97,2778.62,0.0,PAID,ACH,2022-11-04 00:00:00,2026-07-18 00:00:00
587,34,2022-12-04,2022-12-04,5677.59,5677.59,2911.36,2766.23,0.0,PAID,CHECK,2022-12-04 00:00:00,2026-07-18 00:00:00
588,34,2023-01-04,2023-01-04,5677.59,5677.59,2923.8,2753.79,0.0,PAID,ACH,2023-01-04 00:00:00,2026-07-18 00:00:00
589,35,2023-09-10,2023-09-10,794.57,794.57,538.57,256.0,0.0,PAID,TRANSFER,2023-09-10 00:00:00,2026-07-18 00:00:00
590,35,2023-10-11,2023-10-11,794.57,794.57,541.49,253.08,0.0,PAID,CHECK,2023-10-11 00:00:00,2026-07-18 00:00:00
591,35,2023-11-10,2023-11-10,794.57,794.57,544.42,250.15,0.0,PAID,BRANCH,2023-11-10 00:00:00,2026-07-18 00:00:00
592,35,2023-12-11,2023-12-11,794.57,794.57,547.37,247.2,0.0,PAID,AUTOPAY,2023-12-11 00:00:00,2026-07-18 00:00:00
593,35,2024-01-10,2024-01-10,794.57,794.57,550.34,244.23,0.0,PAID,TRANSFER,2024-01-10 00:00:00,2026-07-18 00:00:00
594,35,2024-02-10,2024-02-10,794.57,794.57,553.32,241.25,0.0,PAID,TRANSFER,2024-02-10 00:00:00,2026-07-18 00:00:00
595,35,2024-03-11,2024-03-11,794.57,794.57,556.31,238.26,0.0,PAID,CHECK,2024-03-11 00:00:00,2026-07-18 00:00:00
596,35,2024-04-11,2024-04-11,794.57,794.57,559.33,235.24,0.0,PAID,BRANCH,2024-04-11 00:00:00,2026-07-18 00:00:00
597,35,2024-05-11,2024-05-11,794.57,794.57,562.35,232.22,0.0,PAID,AUTOPAY,2024-05-11 00:00:00,2026-07-18 00:00:00
598,35,2024-06-10,2024-06-10,794.57,794.57,565.4,229.17,0.0,PAID,ACH,2024-06-10 00:00:00,2026-07-18 00:00:00
599,35,2024-07-11,2024-07-11,794.57,794.57,568.46,226.11,0.0,PAID,TRANSFER,2024-07-11 00:00:00,2026-07-18 00:00:00
600,35,2024-08-10,2024-08-10,794.57,794.57,571.54,223.03,0.0,PAID,TRANSFER,2024-08-10 00:00:00,2026-07-18 00:00:00
601,35,2024-09-10,2024-09-10,794.57,794.57,574.64,219.93,0.0,PAID,BRANCH,2024-09-10 00:00:00,2026-07-18 00:00:00
602,35,2024-10-10,2024-10-10,794.57,794.57,577.75,216.82,0.0,PAID,BRANCH,2024-10-10 00:00:00,2026-07-18 00:00:00
603,35,2024-11-10,2024-11-10,794.57,794.57,580.88,213.69,0.0,PAID,BRANCH,2024-11-10 00:00:00,2026-07-18 00:00:00
604,35,2024-12-10,2024-12-10,794.57,794.57,584.02,210.55,0.0,PAID,AUTOPAY,2024-12-10 00:00:00,2026-07-18 00:00:00
605,35,2025-01-09,2025-01-09,794.57,794.57,587.19,207.38,0.0,PAID,ACH,2025-01-09 00:00:00,2026-07-18 00:00:00
606,35,2025-02-09,2025-02-09,794.57,794.57,590.37,204.2,0.0,PAID,TRANSFER,2025-02-09 00:00:00,2026-07-18 00:00:00
607,35,2025-03-11,2025-03-11,794.57,794.57,593.56,201.01,0.0,PAID,AUTOPAY,2025-03-11 00:00:00,2026-07-18 00:00:00
608,35,2025-04-11,2025-04-11,794.57,794.57,596.78,197.79,0.0,PAID,AUTOPAY,2025-04-11 00:00:00,2026-07-18 00:00:00
609,35,2025-05-11,2025-05-11,794.57,794.57,600.01,194.56,0.0,PAID,CHECK,2025-05-11 00:00:00,2026-07-18 00:00:00
610,35,2025-06-11,2025-06-11,794.57,794.57,603.26,191.31,0.0,PAID,ACH,2025-06-11 00:00:00,2026-07-18 00:00:00
611,35,2025-07-11,2025-07-11,794.57,794.57,606.53,188.04,0.0,PAID,ACH,2025-07-11 00:00:00,2026-07-18 00:00:00
612,35,2025-08-10,2025-08-10,794.57,794.57,609.81,184.76,0.0,PAID,CHECK,2025-08-10 00:00:00,2026-07-18 00:00:00
613,35,2025-09-10,2025-09-10,794.57,794.57,613.11,181.46,0.0,PAID,TRANSFER,2025-09-10 00:00:00,2026-07-18 00:00:00
614,35,2025-10-10,,794.57,0.0,0.0,0.0,0.0,MISSED,TRANSFER,2025-10-10 00:00:00,2026-07-18 00:00:00
615,35,2025-11-10,2025-11-10,794.57,794.57,616.43,178.14,0.0,PAID,TRANSFER,2025-11-10 00:00:00,2026-07-18 00:00:00
616,36,2012-07-28,2012-07-28,1418.98,1418.98,313.05,1105.93,0.0,PAID,BRANCH,2012-07-28 00:00:00,2026-07-18 00:00:00
617,36,2012-08-28,2012-08-28,1418.98,1418.98,315.69,1103.29,0.0,PAID,ACH,2012-08-28 00:00:00,2026-07-18 00:00:00
618,36,2012-09-27,2012-09-27,1418.98,1418.98,318.35,1100.63,0.0,PAID,BRANCH,2012-09-27 00:00:00,2026-07-18 00:00:00
619,36,2012-10-28,2012-10-28,1418.98,1418.98,321.03,1097.95,0.0,PAID,AUTOPAY,2012-10-28 00:00:00,2026-07-18 00:00:00
620,36,2012-11-27,2012-11-27,1418.98,1418.98,323.74,1095.24,0.0,PAID,CHECK,2012-11-27 00:00:00,2026-07-18 00:00:00
621,36,2012-12-28,2012-12-28,1418.98,1418.98,326.47,1092.51,0.0,PAID,ACH,2012-12-28 00:00:00,2026-07-18 00:00:00
622,36,2013-01-27,2013-01-27,1418.98,1418.98,329.22,1089.76,0.0,PAID,TRANSFER,2013-01-27 00:00:00,2026-07-18 00:00:00
623,36,2013-02-27,2013-02-27,1418.98,1418.98,332.0,1086.98,0.0,PAID,ACH,2013-02-27 00:00:00,2026-07-18 00:00:00
624,36,2013-03-29,2013-03-29,1418.98,1418.98,334.8,1084.18,0.0,PAID,AUTOPAY,2013-03-29 00:00:00,2026-07-18 00:00:00
625,36,2013-04-28,2013-04-28,1418.98,1418.98,337.62,1081.36,0.0,PAID,CHECK,2013-04-28 00:00:00,2026-07-18 00:00:00
626,36,2013-05-29,2013-05-29,1418.98,1418.98,340.47,1078.51,0.0,PAID,ACH,2013-05-29 00:00:00,2026-07-18 00:00:00
627,36,2013-06-28,2013-06-28,1418.98,1418.98,343.34,1075.64,0.0,PAID,CHECK,2013-06-28 00:00:00,2026-07-18 00:00:00
628,36,2013-07-29,2013-08-07,1418.98,1072.75,0.0,1072.75,0.0,PARTIAL,TRANSFER,2013-07-29 00:00:00,2026-07-18 00:00:00
629,36,2013-08-28,2013-08-28,1418.98,1418.98,346.23,1072.75,0.0,PAID,BRANCH,2013-08-28 00:00:00,2026-07-18 00:00:00
630,36,2013-09-28,2013-09-28,1418.98,1418.98,349.15,1069.83,0.0,PAID,TRANSFER,2013-09-28 00:00:00,2026-07-18 00:00:00
631,36,2013-10-28,2013-10-28,1418.98,1418.98,352.1,1066.88,0.0,PAID,BRANCH,2013-10-28 00:00:00,2026-07-18 00:00:00
632,36,2013-11-27,2013-11-27,1418.98,1418.98,355.06,1063.92,0.0,PAID,ACH,2013-11-27 00:00:00,2026-07-18 00:00:00
633,36,2013-12-28,2013-12-28,1418.98,1418.98,358.06,1060.92,0.0,PAID,ACH,2013-12-28 00:00:00,2026-07-18 00:00:00
634,36,2014-01-27,2014-01-27,1418.98,1418.98,361.08,1057.9,0.0,PAID,AUTOPAY,2014-01-27 00:00:00,2026-07-18 00:00:00
635,36,2014-02-27,2014-02-27,1418.98,1418.98,364.12,1054.86,0.0,PAID,TRANSFER,2014-02-27 00:00:00,2026-07-18 00:00:00
636,36,2014-03-29,2014-03-29,1418.98,1418.98,367.19,1051.79,0.0,PAID,AUTOPAY,2014-03-29 00:00:00,2026-07-18 00:00:00
637,37,2013-06-16,2013-06-16,1025.79,1025.79,543.62,482.17,0.0,PAID,BRANCH,2013-06-16 00:00:00,2026-07-18 00:00:00
638,37,2013-07-17,2013-07-17,1025.79,1025.79,550.86,474.93,0.0,PAID,AUTOPAY,2013-07-17 00:00:00,2026-07-18 00:00:00
639,37,2013-08-16,2013-08-16,1025.79,1025.79,558.19,467.6,0.0,PAID,AUTOPAY,2013-08-16 00:00:00,2026-07-18 00:00:00
640,37,2013-09-16,2013-09-16,1025.79,1025.79,565.63,460.16,0.0,PAID,AUTOPAY,2013-09-16 00:00:00,2026-07-18 00:00:00
641,37,2013-10-16,2013-10-16,1025.79,1025.79,573.16,452.63,0.0,PAID,BRANCH,2013-10-16 00:00:00,2026-07-18 00:00:00
642,37,2013-11-16,2013-11-16,1025.79,1025.79,580.79,445.0,0.0,PAID,CHECK,2013-11-16 00:00:00,2026-07-18 00:00:00
643,37,2013-12-16,2013-12-16,1025.79,1025.79,588.53,437.26,0.0,PAID,TRANSFER,2013-12-16 00:00:00,2026-07-18 00:00:00
644,37,2014-01-16,2014-01-16,1025.79,1025.79,596.36,429.43,0.0,PAID,TRANSFER,2014-01-16 00:00:00,2026-07-18 00:00:00
645,37,2014-02-15,2014-03-13,1025.79,1025.79,590.72,421.49,13.58,LATE,TRANSFER,2014-02-15 00:00:00,2026-07-18 00:00:00
646,37,2014-03-17,2014-03-17,1025.79,1025.79,612.17,413.62,0.0,PAID,BRANCH,2014-03-17 00:00:00,2026-07-18 00:00:00
647,37,2014-04-17,2014-04-17,1025.79,1025.79,620.32,405.47,0.0,PAID,AUTOPAY,2014-04-17 00:00:00,2026-07-18 00:00:00
648,37,2014-05-17,2014-05-17,1025.79,1025.79,628.58,397.21,0.0,PAID,CHECK,2014-05-17 00:00:00,2026-07-18 00:00:00
649,37,2014-06-17,2014-06-17,1025.79,1025.79,636.95,388.84,0.0,PAID,ACH,2014-06-17 00:00:00,2026-07-18 00:00:00
650,37,2014-07-17,2014-07-17,1025.79,1025.79,645.44,380.35,0.0,PAID,ACH,2014-07-17 00:00:00,2026-07-18 00:00:00
651,37,2014-08-17,2014-08-17,1025.79,1025.79,654.03,371.76,0.0,PAID,CHECK,2014-08-17 00:00:00,2026-07-18 00:00:00
652,37,2014-09-16,2014-09-16,1025.79,1025.79,662.74,363.05,0.0,PAID,AUTOPAY,2014-09-16 00:00:00,2026-07-18 00:00:00
653,37,2014-10-16,2014-10-16,1025.79,1025.79,671.57,354.22,0.0,PAID,TRANSFER,2014-10-16 00:00:00,2026-07-18 00:00:00
654,37,2014-11-16,2014-11-16,1025.79,1025.79,680.51,345.28,0.0,PAID,CHECK,2014-11-16 00:00:00,2026-07-18 00:00:00
655,37,2014-12-16,2015-01-05,1025.79,1025.79,668.74,336.22,20.83,LATE,ACH,2014-12-16 00:00:00,2026-07-18 00:00:00
656,37,2015-01-16,2015-01-16,1025.79,1025.79,698.47,327.32,0.0,PAID,CHECK,2015-01-16 00:00:00,2026-07-18 00:00:00
657,37,2015-02-15,2015-02-15,1025.79,1025.79,707.78,318.01,0.0,PAID,TRANSFER,2015-02-15 00:00:00,2026-07-18 00:00:00
658,37,2015-03-18,2015-03-18,1025.79,1025.79,717.2,308.59,0.0,PAID,ACH,2015-03-18 00:00:00,2026-07-18 00:00:00
659,37,2015-04-17,2015-04-17,1025.79,1025.79,726.75,299.04,0.0,PAID,CHECK,2015-04-17 00:00:00,2026-07-18 00:00:00
660,37,2015-05-17,2015-05-17,1025.79,1025.79,736.43,289.36,0.0,PAID,TRANSFER,2015-05-17 00:00:00,2026-07-18 00:00:00
661,38,2016-08-14,2016-08-14,1123.9,1123.9,719.5,404.4,0.0,PAID,BRANCH,2016-08-14 00:00:00,2026-07-18 00:00:00
662,38,2016-09-14,2016-09-14,1123.9,1123.9,724.86,399.04,0.0,PAID,BRANCH,2016-09-14 00:00:00,2026-07-18 00:00:00
663,38,2016-10-14,,1123.9,0.0,0.0,0.0,0.0,MISSED,AUTOPAY,2016-10-14 00:00:00,2026-07-18 00:00:00
664,38,2016-11-14,2016-11-14,1123.9,1123.9,730.27,393.63,0.0,PAID,BRANCH,2016-11-14 00:00:00,2026-07-18 00:00:00
665,38,2016-12-14,2016-12-14,1123.9,1123.9,735.72,388.18,0.0,PAID,AUTOPAY,2016-12-14 00:00:00,2026-07-18 00:00:00
666,38,2017-01-14,2017-01-14,1123.9,1123.9,741.21,382.69,0.0,PAID,CHECK,2017-01-14 00:00:00,2026-07-18 00:00:00
667,38,2017-02-13,2017-02-13,1123.9,1123.9,746.74,377.16,0.0,PAID,ACH,2017-02-13 00:00:00,2026-07-18 00:00:00
668,38,2017-03-16,2017-03-18,1123.9,1123.9,723.73,371.59,28.58,LATE,ACH,2017-03-16 00:00:00,2026-07-18 00:00:00
669,38,2017-04-15,2017-04-16,1123.9,563.89,197.7,366.19,0.0,PARTIAL,BRANCH,2017-04-15 00:00:00,2026-07-18 00:00:00
670,38,2017-05-15,2017-05-15,1123.9,1123.9,759.19,364.71,0.0,PAID,CHECK,2017-05-15 00:00:00,2026-07-18 00:00:00
671,38,2017-06-15,2017-06-15,1123.9,1123.9,764.85,359.05,0.0,PAID,TRANSFER,2017-06-15 00:00:00,2026-07-18 00:00:00
672,38,2017-07-15,2017-07-15,1123.9,1123.9,770.56,353.34,0.0,PAID,CHECK,2017-07-15 00:00:00,2026-07-18 00:00:00
673,38,2017-08-15,,1123.9,0.0,0.0,0.0,0.0,MISSED,TRANSFER,2017-08-15 00:00:00,2026-07-18 00:00:00
674,38,2017-09-14,2017-09-14,1123.9,1123.9,776.31,347.59,0.0,PAID,BRANCH,2017-09-14 00:00:00,2026-07-18 00:00:00
675,38,2017-10-15,2017-10-15,1123.9,1123.9,782.1,341.8,0.0,PAID,TRANSFER,2017-10-15 00:00:00,2026-07-18 00:00:00
676,39,2018-03-09,2018-03-09,1956.73,1956.73,1161.64,795.09,0.0,PAID,TRANSFER,2018-03-09 00:00:00,2026-07-18 00:00:00
677,39,2018-04-09,2018-04-09,1956.73,1956.73,1178.59,778.14,0.0,PAID,CHECK,2018-04-09 00:00:00,2026-07-18 00:00:00
678,39,2018-05-09,2018-05-09,1956.73,1956.73,1195.79,760.94,0.0,PAID,ACH,2018-05-09 00:00:00,2026-07-18 00:00:00
679,39,2018-06-09,2018-07-10,1956.73,1956.73,1197.99,743.5,15.24,LATE,ACH,2018-06-09 00:00:00,2026-07-18 00:00:00
680,39,2018-07-09,2018-07-09,1956.73,1956.73,1230.71,726.02,0.0,PAID,CHECK,2018-07-09 00:00:00,2026-07-18 00:00:00
681,39,2018-08-09,2018-08-09,1956.73,1956.73,1248.67,708.06,0.0,PAID,AUTOPAY,2018-08-09 00:00:00,2026-07-18 00:00:00
682,39,2018-09-08,2018-09-08,1956.73,1956.73,1266.88,689.85,0.0,PAID,TRANSFER,2018-09-08 00:00:00,2026-07-18 00:00:00
683,39,2018-10-09,2018-10-09,1956.73,1956.73,1285.37,671.36,0.0,PAID,AUTOPAY,2018-10-09 00:00:00,2026-07-18 00:00:00
684,39,2018-11-08,2018-11-08,1956.73,1956.73,1304.12,652.61,0.0,PAID,CHECK,2018-11-08 00:00:00,2026-07-18 00:00:00
685,39,2018-12-08,2018-12-08,1956.73,1956.73,1323.15,633.58,0.0,PAID,BRANCH,2018-12-08 00:00:00,2026-07-18 00:00:00
686,39,2019-01-08,2019-01-08,1956.73,1956.73,1342.45,614.28,0.0,PAID,ACH,2019-01-08 00:00:00,2026-07-18 00:00:00
687,39,2019-02-07,2019-02-07,1956.73,1956.73,1362.04,594.69,0.0,PAID,BRANCH,2019-02-07 00:00:00,2026-07-18 00:00:00
688,39,2019-03-10,2019-03-10,1956.73,1956.73,1381.91,574.82,0.0,PAID,BRANCH,2019-03-10 00:00:00,2026-07-18 00:00:00
689,39,2019-04-09,2019-04-09,1956.73,1956.73,1402.07,554.66,0.0,PAID,ACH,2019-04-09 00:00:00,2026-07-18 00:00:00
690,39,2019-05-10,2019-05-10,1956.73,1956.73,1422.53,534.2,0.0,PAID,ACH,2019-05-10 00:00:00,2026-07-18 00:00:00
691,39,2019-06-09,2019-06-09,1956.73,1956.73,1443.28,513.45,0.0,PAID,TRANSFER,2019-06-09 00:00:00,2026-07-18 00:00:00
692,39,2019-07-09,2019-07-09,1956.73,1956.73,1464.34,492.39,0.0,PAID,BRANCH,2019-07-09 00:00:00,2026-07-18 00:00:00
693,39,2019-08-09,2019-08-09,1956.73,1956.73,1485.7,471.03,0.0,PAID,TRANSFER,2019-08-09 00:00:00,2026-07-18 00:00:00
694,39,2019-09-08,2019-09-08,1956.73,1956.73,1507.38,449.35,0.0,PAID,TRANSFER,2019-09-08 00:00:00,2026-07-18 00:00:00
695,39,2019-10-09,2019-10-22,1956.73,914.59,487.23,427.36,0.0,PARTIAL,BRANCH,2019-10-09 00:00:00,2026-07-18 00:00:00
696,39,2019-11-08,2019-11-08,1956.73,1956.73,1536.48,420.25,0.0,PAID,ACH,2019-11-08 00:00:00,2026-07-18 00:00:00
697,40,2014-07-19,2014-08-16,3660.47,3660.47,1241.6,2392.1,26.77,LATE,BRANCH,2014-07-19 00:00:00,2026-07-18 00:00:00
698,40,2014-08-19,2014-08-19,3660.47,3660.47,1273.87,2386.6,0.0,PAID,ACH,2014-08-19 00:00:00,2026-07-18 00:00:00
699,40,2014-09-18,2014-09-18,3660.47,3660.47,1279.51,2380.96,0.0,PAID,ACH,2014-09-18 00:00:00,2026-07-18 00:00:00
700,40,2014-10-19,2014-10-19,3660.47,3660.47,1285.17,2375.3,0.0,PAID,BRANCH,2014-10-19 00:00:00,2026-07-18 00:00:00
701,40,2014-11-18,2014-11-18,3660.47,3660.47,1290.86,2369.61,0.0,PAID,AUTOPAY,2014-11-18 00:00:00,2026-07-18 00:00:00
702,40,2014-12-19,2014-12-19,3660.47,3660.47,1296.57,2363.9,0.0,PAID,TRANSFER,2014-12-19 00:00:00,2026-07-18 00:00:00
703,40,2015-01-18,2015-01-18,3660.47,3660.47,1302.31,2358.16,0.0,PAID,AUTOPAY,2015-01-18 00:00:00,2026-07-18 00:00:00
704,40,2015-02-18,2015-02-18,3660.47,3660.47,1308.07,2352.4,0.0,PAID,TRANSFER,2015-02-18 00:00:00,2026-07-18 00:00:00
705,40,2015-03-20,2015-03-20,3660.47,3660.47,1313.86,2346.61,0.0,PAID,AUTOPAY,2015-03-20 00:00:00,2026-07-18 00:00:00
706,41,2018-12-21,2018-12-21,3563.8,3563.8,676.04,2887.76,0.0,PAID,TRANSFER,2018-12-21 00:00:00,2026-07-18 00:00:00
707,41,2019-01-21,2019-01-21,3563.8,3563.8,679.17,2884.63,0.0,PAID,BRANCH,2019-01-21 00:00:00,2026-07-18 00:00:00
708,41,2019-02-20,2019-02-20,3563.8,3563.8,682.31,2881.49,0.0,PAID,BRANCH,2019-02-20 00:00:00,2026-07-18 00:00:00
709,41,2019-03-23,2019-03-23,3563.8,3563.8,685.47,2878.33,0.0,PAID,BRANCH,2019-03-23 00:00:00,2026-07-18 00:00:00
710,41,2019-04-22,2019-04-22,3563.8,3563.8,688.64,2875.16,0.0,PAID,TRANSFER,2019-04-22 00:00:00,2026-07-18 00:00:00
711,41,2019-05-23,2019-06-14,3563.8,3563.8,654.09,2871.97,37.74,LATE,BRANCH,2019-05-23 00:00:00,2026-07-18 00:00:00
712,41,2019-06-22,2019-06-22,3563.8,3563.8,694.86,2868.94,0.0,PAID,AUTOPAY,2019-06-22 00:00:00,2026-07-18 00:00:00
713,41,2019-07-23,2019-08-03,3563.8,3563.8,661.38,2865.73,36.69,LATE,TRANSFER,2019-07-23 00:00:00,2026-07-18 00:00:00
714,41,2019-08-22,2019-08-22,3563.8,3563.8,701.13,2862.67,0.0,PAID,CHECK,2019-08-22 00:00:00,2026-07-18 00:00:00
715,41,2019-09-21,2019-09-21,3563.8,3563.8,704.38,2859.42,0.0,PAID,AUTOPAY,2019-09-21 00:00:00,2026-07-18 00:00:00
716,41,2019-10-22,2019-10-22,3563.8,3563.8,707.64,2856.16,0.0,PAID,CHECK,2019-10-22 00:00:00,2026-07-18 00:00:00
717,41,2019-11-21,2019-11-30,3563.8,3563.8,671.59,2852.89,39.32,LATE,CHECK,2019-11-21 00:00:00,2026-07-18 00:00:00
718,41,2019-12-22,2019-12-22,3563.8,3563.8,714.02,2849.78,0.0,PAID,BRANCH,2019-12-22 00:00:00,2026-07-18 00:00:00
719,41,2020-01-21,2020-01-21,3563.8,3563.8,717.33,2846.47,0.0,PAID,BRANCH,2020-01-21 00:00:00,2026-07-18 00:00:00
720,41,2020-02-21,2020-03-25,3563.8,3563.8,694.33,2843.15,26.32,LATE,AUTOPAY,2020-02-21 00:00:00,2026-07-18 00:00:00
721,42,2010-10-20,2010-10-20,4194.88,4194.88,764.98,3429.9,0.0,PAID,ACH,2010-10-20 00:00:00,2026-07-18 00:00:00
